2015-12-28 10:44:46
0	1.000607	1.005923	2.001816	3.005227	1.008948
0	0.996965	1.001125	1.914971	2.984737	0.9804953
0	1.000183	1.020996	2.013679	2.982632	0.9843069
0	0.9969564	1.000025	1.98729	2.991445	0.9944485
0	1.019299	1.009623	2.002543	3.007412	1.007475
0	1.012017	0.9972108	1.9853	3.013796	1.014621
0	1.016722	0.9937037	2.037991	2.974105	0.9757129
0	1.00031	1.000036	1.990609	2.971072	0.967745
0	1.013364	1.018726	2.020615	3.050614	1.050266
52	0.992112	1.000294	1.974095	2.956411	0.9592397
0	1.005595	0.9916654	2.000145	2.997496	0.9979155
0	0.9952462	1.012666	1.999275	2.980843	0.9854331
0	0.9947637	1.00753	2.000757	3.001208	1.002216
0	0.9999068	1.002022	2.058986	2.983038	0.9808905
0	1.012872	0.9954743	2.027814	3.017629	1.013403
52	0.9985791	0.9980269	1.981118	3.019274	1.024285
0	1.005667	0.9971585	2.024817	2.972942	0.9769224
52	0.9800634	1.00258	2.032884	2.987523	0.9905145
0	1.017831	0.9896234	1.97564	3.006744	1.00993
0	1.001155	0.9888887	1.93703	3.002886	1.007797
0	0.9950295	1.006533	1.998865	2.959083	0.9526347
52	0.9983314	1.016982	2.002797	3.004787	1.006372
52	1.010651	0.996126	1.947831	2.981039	0.9786635
0	0.9958235	0.9874523	2.0662	3.023732	1.03299
0	0.9997527	1.019503	1.98022	2.97461	0.9753507
0	1.010625	1.003928	1.947928	3.02196	1.02405
0	0.9959049	1.004964	2.02086	2.983626	0.9863399
0	0.9870967	0.9872069	1.94808	2.975578	0.976387
52	1.001687	0.9903123	1.995135	3.033004	1.028829
0	1.003897	0.9967871	1.994892	3.038958	1.043498
0	0.988274	0.983804	1.96148	2.999022	1.001625
0	1.006885	0.9939365	1.998522	3.001381	1.00517
0	0.9986561	0.9934698	2.035844	3.022384	1.022973
0	1.002996	0.9986953	2.006562	3.029645	1.030885
0	1.017012	1.001656	1.931191	3.005961	1.005153
0	1.000892	0.9963991	1.914294	2.991031	0.9933074
52	1.003718	0.9976495	1.963676	2.972853	0.9751071
52	1.001148	0.9846353	2.028543	2.952881	0.9529849
0	0.9868887	0.9995694	2.02228	3.016576	1.015372
52	0.9780693	0.9986575	2.00269	3.020797	1.023884
0	0.9929646	1.003518	2.11788	2.989097	0.9881872
0	1.008194	1.007024	1.964719	2.990017	0.9858081
0	0.9960531	0.9986339	1.966109	2.986771	0.9887305
0	1.009954	1.006207	1.967404	2.997933	1.001393
0	0.9821259	1.003088	1.9932	2.958103	0.9573457
0	0.9983407	0.9794094	2.002715	2.977444	0.9790418
52	1.00047	0.9991424	2.00781	3.018894	1.020375
0	0.9997686	0.9928183	2.01474	2.997595	1.001291
0	1.002207	1.011697	2.013781	3.014698	1.013225
0	0.9938986	1.003752	2.008842	3.003073	1.002552
0	1.000737	1.005369	1.988089	3.00568	1.003773
0	1.000522	0.9889672	2.017392	3.006342	1.003904
0	0.9889588	0.9994101	2.027194	3.010788	1.012053
0	0.9943866	0.9985309	2.013874	3.001761	0.9990812
0	0.9882874	0.9960124	2.01227	2.986683	0.9855711
0	1.005084	1.013535	1.975749	3.025259	1.023171
0	1.000882	1.004236	1.986336	2.991352	0.9941843
0	1.00844	0.9961263	2.016052	3.011784	1.013891
52	1.007611	1.010571	2.046845	3.005025	0.9989196
0	1.008461	1.000972	1.971912	2.997485	0.9991791
0	0.979283	0.9997747	1.9743	2.991683	0.9922289
0	1.009687	0.9952181	2.016059	3.014435	1.016034
0	1.00514	0.9909473	2.05263	2.974618	0.9752476
52	1.005565	1.014651	1.976645	2.990974	0.9941947
0	1.006926	1.014155	1.977118	2.977789	0.9813571
52	0.9959396	1.003391	1.995722	3.025759	1.023803
0	0.9881403	1.004848	1.999437	3.043999	1.046429
0	1.009866	1.000086	2.041312	2.998813	0.9995142
0	1.021884	0.9871235	1.995382	2.986788	0.9893095
0	0.9827521	1.009874	2.003796	3.002515	1.003141
0	1.008596	1.002312	1.996133	3.007914	1.010864
0	1.001118	1.000724	2.012015	2.985076	0.9843831
0	0.994848	0.9947784	1.948124	3.009656	1.006911
0	1.015721	1.003745	2.025687	3.001683	0.9981953
0	1.005622	1.0039	2.024416	3.007634	1.00837
0	0.9843728	1.036224	1.979645	2.987427	0.9885875
0	1.013278	0.9981134	2.010319	2.990764	0.9901769
0	1.010842	0.9974661	2.02023	3.019484	1.017879
0	0.9929728	0.9846474	1.957657	3.04227	1.043393
0	0.9873687	0.9873866	1.95168	3.022498	1.020616
0	1.008003	0.9877894	2.037648	2.996774	0.9971888
52	0.9938959	1.000486	2.003939	2.977422	0.9770823
0	0.9727777	0.9925204	2.061229	3.026991	1.023377
0	0.9932015	1.01047	2.016406	2.969989	0.9725679
0	0.9999024	1.001008	2.000105	2.987784	0.9907566
0	0.9877357	0.988738	2.026518	2.981505	0.9783889
0	0.9932133	0.9978785	1.989052	2.990498	0.9908512
0	0.9973231	0.9906834	1.9818	2.989301	0.9907402
