2015-12-28 10:44:46
0	0.985898	0.9947516	2.018437	2.997143	0.9993877
0	1.001876	1.007737	2.018249	3.009842	1.00747
0	0.9966776	0.9942531	2.039787	2.986377	0.9891169
0	1.006949	1.010759	2.052005	3.005881	1.00105
52	0.9914769	1.009279	2.004877	2.981344	0.975576
0	0.9924935	0.9895772	1.990274	2.984492	0.9853922
0	0.9934231	0.9912374	1.966154	2.96545	0.9665329
0	0.9980427	0.9951386	1.993207	2.980859	0.9828336
0	1.007824	0.9987261	1.957165	2.993833	0.9874794
0	0.9978824	1.008282	2.043855	2.994857	0.9986746
0	1.005413	0.9963236	2.022749	3.009659	1.011332
0	1.001399	1.002925	1.974268	2.960772	0.9583015
