2015-12-28 10:44:46
0.04659063	0.04939581	0.9040136
0.0500596	0.0492883	0.9006521
0.04910323	0.04783569	0.9030611
0.04925752	0.05295493	0.8977876
0.04677323	0.05090135	0.9023254
0.04926701	0.05083511	0.8998979
0.05024845	0.05121444	0.8985371
0.04970301	0.04930756	0.9009894
0.05084834	0.04869039	0.9004613
0.04866634	0.0534083	0.8979254
0.0481342	0.04981238	0.9020534
0.05090961	0.05154544	0.897545
0.04887462	0.0500379	0.9010875
0.0506373	0.05013532	0.8992274
0.0523846	0.05116813	0.8964473
0.0481432	0.04808518	0.9037716
0.04859097	0.04891841	0.9024906
0.05085531	0.04914521	0.8999995
0.0483523	0.04449592	0.9071518
0.04806134	0.04595372	0.9059849
0.05149313	0.05172523	0.8967816
0.05182981	0.0509076	0.8972626
0.04999453	0.05342089	0.8965846
0.04863817	0.04766391	0.9036979
0.04917245	0.05194749	0.8988801
0.04560297	0.05276256	0.9016345
0.05266898	0.05076374	0.8965673
0.05037423	0.04822597	0.9013998
0.05188933	0.04791943	0.9001912
0.04742499	0.05121656	0.9013585
0.04804639	0.04650484	0.9054488
0.0494733	0.05151797	0.8990087
0.05000801	0.05465404	0.8953379
0.04854777	0.05190216	0.8995501
0.04758361	0.05232379	0.9000926
0.05137733	0.0467677	0.901855
0.04936056	0.04805005	0.9025894
0.04848747	0.04733834	0.9041742
0.05017048	0.04813572	0.9016938
0.04999156	0.04821441	0.901794
0.04635303	0.04712015	0.9065268
0.0458508	0.05114567	0.9030035
0.05062612	0.04732743	0.9020465
0.05122918	0.04978254	0.8989883
0.05131852	0.04984994	0.8988315
0.05107262	0.05065517	0.8982722
0.05175665	0.04946581	0.8987775
0.05001968	0.04863369	0.9013466
0.04958285	0.04768759	0.9027296
0.04702843	0.04968109	0.9032905
0.04930137	0.05066477	0.9000339
0.04721743	0.05351978	0.8992628
0.04962896	0.05007229	0.9002987
0.05032431	0.04972421	0.8999515
0.05251098	0.04720037	0.9002886
0.04823127	0.04993713	0.9018316
0.05019218	0.05122028	0.8985875
0.0534267	0.05044856	0.8961247
0.05199452	0.04916506	0.8988404
0.05413821	0.04996477	0.895897
0.05325806	0.04639119	0.9003507
0.05037541	0.05024415	0.8993804
0.04615506	0.04859147	0.9052535
0.04980431	0.05185769	0.898338
0.05006381	0.05071668	0.8992195
0.04874095	0.05270811	0.8985509
0.04919184	0.04942105	0.9013871
0.05045519	0.05228698	0.8972578
0.05247338	0.05276112	0.8947655
0.04764558	0.04982687	0.9025276
0.04980149	0.05125621	0.8989423
0.05145909	0.0502203	0.8983206
0.04704374	0.05177477	0.9011815
0.04932605	0.05147326	0.8992007
0.04796196	0.04498848	0.9070496
0.05096564	0.0509303	0.8981041
0.05253116	0.04789464	0.8995742
0.04858467	0.04913099	0.9022843
0.05011883	0.05257023	0.8973109
0.04790998	0.05021795	0.9018721
0.05363975	0.04804641	0.8983138
0.04954866	0.04831466	0.9021367
0.04946094	0.05203943	0.8984996
0.047494	0.0504871	0.9020189
0.05421567	0.04713414	0.8986502
0.05218275	0.04946365	0.8983536
0.04916204	0.04908513	0.9017528
0.0462815	0.05313759	0.9005809
0.0484682	0.04958846	0.9019433
0.05186853	0.04921606	0.8989154
0.04859198	0.05304002	0.898368
0.05082196	0.04941558	0.8997625
0.04637002	0.04795755	0.9056724
0.05047017	0.04650033	0.9030295
0.05117829	0.04780868	0.901013
0.04858152	0.05105371	0.9003648
0.04581781	0.05060521	0.903577
0.05000709	0.05243973	0.8975532
0.05158238	0.05066251	0.8977551
0.05109638	0.05000878	0.8988948
